pid_vid,0_bvp,1_bvp,2_bvp,3_bvp,4_bvp,5_bvp,6_bvp,7_bvp,8_bvp,9_bvp,10_bvp,11_bvp,12_bvp,13_bvp,14_bvp,15_bvp,16_bvp,17_bvp,18_bvp,19_bvp,20_bvp,21_bvp,22_bvp,23_bvp,24_bvp,25_bvp,26_bvp,27_bvp,28_bvp,29_bvp,30_bvp,31_bvp,32_bvp,33_bvp,0_gsr,1_gsr,2_gsr,3_gsr,4_gsr,5_gsr,6_gsr,7_gsr,8_gsr,9_gsr,10_gsr,11_gsr,12_gsr,13_gsr,14_gsr,15_gsr,16_gsr,17_gsr,18_gsr,19_gsr,20_gsr,21_gsr,22_gsr,0_temp,1_temp,2_temp,3_temp,4_temp,5_temp,6_temp,7_temp,8_temp,9_temp,10_temp,11_temp,12_temp,13_temp,14_temp,15_temp,16_temp,17_temp,18_temp,19_temp,20_temp,21_temp,22_temp,0_eye,1_eye,2_eye,3_eye,4_eye,5_eye,6_eye,7_eye,8_eye,9_eye,10_eye,11_eye,12_eye,13_eye,14_eye,15_eye,16_eye,17_eye,18_eye,19_eye,20_eye,21_eye,22_eye,23_eye,24_eye,25_eye,26_eye,27_eye,28_eye,29_eye,30_eye,31_eye,32_eye,33_eye,34_eye,35_eye,36_eye,37_eye,38_eye,presenter_subjective_belief
p11_1fn,0.195564463,0.69352074,0.475250762,0.077341107,0.005981647,0.481499755,0.011515382,0.022771449,-18.90873941,23.13332141,0.20753755,8.099805122,65.60684301,8.102463505,0.140792179,0.003683141,97,8,87.27272727,192,131.0485838,22.37268335,500.5369602,132.9446061,18.48731074,26.30848029,181.9545903,329.7526042,145.3642795,100.9303052,253.0701695,0.905263158,0.989473684,0.914893617,0.758549805,0.886380872,0.799456935,0.029351708,0.000861523,0.799991397,0.758549805,0.886380872,0.799456935,0.029351708,0.000861523,0.799991397,0.00313071,0.006092212,0.00313071,0.006092212,8,8,1,3,0.399777138,-0.074054298,0.333333333,0.938461538,1,0.966905188,0.013274966,0.000176225,0.966995605,0.938461538,1,0.966905188,0.013274966,0.000176225,0.966995605,0.001983173,0.003815869,0.001983173,0.003815869,7,7,1,3,0.438745971,0.048544927,0.333333333,0.229954632,0.820558445,0.432037402,0.048037247,0.002307577,0.434698391,0.0021082,0.003814392,1,4,0.22585051,-0.005190751,0.25,0.2243235,0.48069411,0.409552022,0.024388756,0.000594811,0.410277175,0.001563743,0.002795127,1,4,0.225816731,-0.005486075,0.25,0.22766895,0.643212739,0.420794712,0.032670758,0.001067378,0.422060436,0.001529858,0.002773272,1,4,0.225845331,-0.004796034,0.25,1
p11_2mn,0.095553915,0.791250231,0.475019568,0.065692975,0.004315567,0.479538934,0.008999465,0.017828902,-7.498932785,11.75312823,0.126081186,3.207506573,10.28809842,3.209983626,0.050348831,0.001506011,117,13,85.33333333,192,116.02711,14.79275841,218.8257015,116.9663027,12.08605053,19.36622474,162.3323615,369.612069,168.8993922,60.12377946,325.8396084,1,1,1,0.506724152,0.582720644,0.542639394,0.012634175,0.000159622,0.542785604,0.506724152,0.582720644,0.542639394,0.012634175,0.000159622,0.542785604,0.001964167,0.003672468,0.001964167,0.003672468,18,18,1,4,0.272372718,0.039785717,0.25,0.430769231,0.469230769,0.450644731,0.008500372,7.23E-05,0.45072443,0.430769231,0.469230769,0.450644731,0.008500372,7.23E-05,0.45072443,0.002236136,0.004408457,0.002236136,0.004408457,13,13,1,6,0.214013571,0.03205477,0.166666667,0.291932921,0.744206563,0.421462828,0.033514089,0.001123194,0.422792697,0.001748492,0.003218099,2,5,0.127530944,-0.011003153,0.4,0.209271295,0.496165337,0.412667498,0.030711149,0.000943175,0.413808247,0.001716132,0.003068681,2,5,0.127449033,-0.011557706,0.4,0.267348965,0.611656972,0.417065163,0.030131979,0.000907936,0.418151799,0.00144642,0.00262861,2,5,0.127513388,-0.011136083,0.4,1
p11_1mn,0.282547929,0.595896733,0.474558523,0.062145351,0.003862045,0.478608285,0.009231668,0.018290912,-19.57618982,10.39618953,-0.443863825,4.485856068,20.12290466,4.507762167,0.052204883,0.00155211,86,9,83.47826087,153.6,116.7796215,14.19179936,201.4071691,117.6387996,13.3351874,22.85530144,167.81491,357.5367647,169.8225001,70.54806494,314.0169654,0.988095238,1,0.988095238,0.505677495,0.582720644,0.553899038,0.017011252,0.000289383,0.554158111,0.505677495,0.582720644,0.553899038,0.017011252,0.000289383,0.554158111,0.001620631,0.00259307,0.001620631,0.00259307,12,12,1,2,0.273654203,0.007715736,0.5,0.446153846,0.492307692,0.463015385,0.011546565,0.000133323,0.463158184,0.446153846,0.492307692,0.463015385,0.011546565,0.000133323,0.463158184,0.002543424,0.004940588,0.002543424,0.004940588,7,7,1,3,0.204774115,0.021076378,0.333333333,0.190161388,0.900688487,0.407145292,0.049712888,0.002471371,0.410167445,0.001919356,0.003527217,1,6,0.194534081,0.001810162,0.166666667,0.192781639,0.571132089,0.394130173,0.022863653,0.000522747,0.394792425,0.001473213,0.00251094,1,4,0.193175274,-0.013996858,0.25,0.191471513,0.646577016,0.400637733,0.029616811,0.000877155,0.401730354,0.001382649,0.002515181,1,5,0.194203926,0.022450197,0.2,1
p11_4fn,0.316552834,0.621924527,0.474312973,0.070356126,0.004949985,0.479500058,0.011053574,0.021905552,-9.000511453,6.307828985,-0.57293435,3.447369746,11.88435817,3.494654767,0.04699221,0.001091046,88,7,89.30232558,182.8571429,126.0629868,18.96845226,359.8021813,127.4820725,15.03567797,24.60422194,168.5570131,355.9626437,147.5187136,75.01499816,279.1629606,0.976744186,0.988372093,0.988235294,0.577916836,0.640147702,0.605610889,0.015095199,0.000227865,0.605797484,0.577916836,0.640147702,0.605610889,0.015095199,0.000227865,0.605797484,0.001692432,0.003099171,0.001692432,0.003099171,10,10,1,2,0.293000318,0.023769218,0.5,0.646153846,0.676923077,0.663507692,0.010147979,0.000102981,0.663584671,0.646153846,0.676923077,0.663507692,0.010147979,0.000102981,0.663584671,0.002109181,0.00412758,0.002109181,0.00412758,5,5,1,4,0.301412131,0.076553167,0.25,0.236346407,0.504469714,0.426992299,0.030956864,0.000958327,0.428112415,0.001409514,0.00255154,2,5,0.083452454,0.004259945,0.4,0.246357102,0.514346529,0.422368498,0.035013847,0.00122597,0.423816547,0.00183831,0.003355634,2,6,0.083423926,-0.003417417,0.333333333,0.241351754,0.508173599,0.424680398,0.031942885,0.001020348,0.425879379,0.00141231,0.002619421,2,5,0.083447341,0.002527026,0.4,1
p11_6mn,0.280728356,0.644735107,0.474137377,0.078352329,0.006139087,0.480565157,0.011874904,0.023518966,-10.05609643,8.93409222,-0.347845532,4.092841198,16.75134907,4.107596083,0.046440949,0.000973541,106,9,87.27272727,192,119.5262219,20.49204509,419.9239119,121.2701185,14.1798558,23.68057234,165.5172414,362.5,163.6122649,91.87835224,303.3129745,0.961538462,0.990384615,0.970873786,0.51999633,0.640147702,0.5585184,0.026786256,0.000717504,0.55915622,0.51999633,0.640147702,0.5585184,0.026786256,0.000717504,0.55915622,0.00184905,0.003310249,0.00184905,0.003310249,10,10,1,2,0.305272546,-0.062653628,0.5,0.661538462,0.707692308,0.686451613,0.012054204,0.000145304,0.686556759,0.661538462,0.707692308,0.686451613,0.012054204,0.000145304,0.686556759,0.001898102,0.003821016,0.001898102,0.003821016,6,6,1,4,0.318805937,0.022507167,0.25,0.255617332,0.516148624,0.405242669,0.045349118,0.002056543,0.407771095,0.001555267,0.002795069,2,5,0.116083655,0.029859193,0.4,0.269003263,0.543139592,0.405206453,0.047950637,0.002299264,0.408032511,0.001406043,0.002500272,2,5,0.11595707,0.030318932,0.4,0.262310298,0.528606246,0.405224561,0.046163501,0.002131069,0.407844436,0.001264491,0.002311957,2,5,0.116053809,0.030204507,0.4,1
p11_4mn,0,0.90162443,0.474737938,0.070433802,0.00496092,0.479932048,0.009720628,0.019261575,-9.446632995,13.73398396,-0.17198042,4.327879238,18.7305387,4.331294952,0.052305813,0.001381841,96,8,76.8,147.6923077,117.5131639,11.71676267,137.2825276,118.0958349,12.01522037,21.52111571,167.878509,357.4013158,166.8176724,69.21523392,317.1528614,0.989361702,1,0.989361702,0.11582018,0.16406321,0.139369327,0.010057771,0.000101159,0.139729149,0.11582018,0.16406321,0.139369327,0.010057771,0.000101159,0.139729149,0.001403865,0.002482031,0.001403865,0.002482031,17,17,1,4,0.060013695,-0.001572282,0.25,0.153846154,0.2,0.171906355,0.010500875,0.000110268,0.172224458,0.153846154,0.2,0.171906355,0.010500875,0.000110268,0.172224458,0.003032004,0.006108597,0.003032004,0.006108597,8,8,1,7,0.079651226,0.00217411,0.142857143,0.264257172,0.929306642,0.430870414,0.046580391,0.002169733,0.433379729,0.002029772,0.003789117,1,5,0.199500961,0.026107829,0.2,0.261423922,0.833977281,0.431910973,0.032293024,0.001042839,0.433115943,0.001904434,0.003457476,1,6,0.199428235,0.001717237,0.166666667,0.262840547,0.867585214,0.431390694,0.038282742,0.001465568,0.433085193,0.001699517,0.003186127,1,5,0.199473177,0.027064656,0.2,1
p11_6fn,0.190132117,0.823778381,0.475252319,0.062578257,0.003916038,0.479352544,0.009287235,0.018394701,-6.201485646,11.66289654,0.25772578,4.041461578,16.33341169,4.049670883,0.048728888,0.00109195,84,7,85.33333333,153.6,117.431629,18.89365791,356.9703093,118.9418253,20.34349115,33.92083315,160.4833837,373.8704819,177.9009889,108.0955873,311.8275921,0.951219512,0.963414634,0.987341772,0,0.23195158,0.208259315,0.020878453,0.00043591,0.209294989,0,0.23195158,0.208259315,0.020878453,0.00043591,0.209294989,0.002926735,0.004193213,0.002926735,0.004193213,15,15,1,4,0.096314717,-0.010497829,0.25,0.153846154,0.184615385,0.168864469,0.010010983,0.00010022,0.169158604,0.153846154,0.184615385,0.168864469,0.010010983,0.00010022,0.169158604,0.001846154,0.003349876,0.001846154,0.003349876,5,5,1,5,0.077348585,-0.000943866,0.2,0.209211343,0.466992251,0.409722557,0.020775156,0.000431607,0.410248648,0.001368131,0.002487914,1,6,0.199551298,-0.008435167,0.166666667,0.265969272,0.556244193,0.412749414,0.021839264,0.000476953,0.413326481,0.001506774,0.002647187,1,5,0.199538939,0.01288194,0.2,0.254362182,0.489999377,0.411235986,0.019631574,0.000385399,0.411704057,0.001244114,0.002281058,1,6,0.199547812,-0.006843439,0.166666667,1
p11_5fn,0.341051133,0.603161836,0.474654342,0.044340132,0.001966047,0.476720295,0.006254587,0.012377568,-9.850721396,14.04638175,-0.288201691,4.131051502,17.06558651,4.141092456,0.045889102,0.00108438,158,13,85.33333333,192,117.2531709,15.76161986,248.4286607,118.3077966,9.850505112,15.2900312,170.3532071,352.2093949,164.5061057,92.03980964,318.0939626,0.955128205,0.967948718,0.986754967,0.373649699,0.509687366,0.466099485,0.025242936,0.000637206,0.466779475,0.373649699,0.509687366,0.466099485,0.025242936,0.000637206,0.466779475,0.001792234,0.002905908,0.001792234,0.002905908,20,20,2,5,0.162659406,-0.006125173,0.4,0.153846154,0.230769231,0.189927561,0.022155611,0.000490871,0.191209697,0.153846154,0.230769231,0.189927561,0.022155611,0.000490871,0.191209697,0.002494802,0.005012182,0.002494802,0.005012182,13,13,2,12,0.050033244,0.006002779,0.166666667,0.210076983,0.491465823,0.435457259,0.029807295,0.000888475,0.436475915,0.001337567,0.002473419,3,8,0.076923735,0.020627118,0.375,0.115932422,0.501991344,0.433725694,0.033409286,0.00111618,0.43501013,0.001461307,0.00261848,3,8,0.076544705,-0.006646752,0.375,0.163004703,0.493629659,0.434591477,0.03022174,0.000913354,0.435640704,0.001164579,0.002152062,3,8,0.076821605,-0.009851935,0.375,1
p11_3mn,0.220563804,1,0.47564234,0.056841946,0.003231007,0.479025609,0.006986602,0.013845685,-12.51474646,16.28194441,0.383123343,4.428252507,19.60942026,4.444795131,0.053514343,0.001338013,124,8,81.70212766,192,112.0649054,14.670849,215.2338105,113.0211344,10.16127528,15.91356689,163.2066344,367.6321138,180.3705228,82.16718451,342.8552298,0.983606557,0.983606557,1,0.369608894,0.457696655,0.400660328,0.023287627,0.000542314,0.40133282,0.369608894,0.457696655,0.400660328,0.023287627,0.000542314,0.40133282,0.00103139,0.001885673,0.00103139,0.001885673,16,16,2,3,0.141110834,-0.040024648,0.666666667,0.230769231,0.292307692,0.264412511,0.015327064,0.000234919,0.264853929,0.230769231,0.292307692,0.264412511,0.015327064,0.000234919,0.264853929,0.002379941,0.004786325,0.002379941,0.004786325,9,9,1,7,0.111940863,0.010482147,0.142857143,0.220394014,0.725368563,0.430293841,0.035483728,0.001259095,0.431753876,0.001593353,0.00296779,2,6,0.141678872,-0.019387603,0.333333333,0.207403966,0.49341132,0.423349028,0.031015371,0.000961953,0.424483203,0.001667604,0.003002426,2,6,0.14161542,-0.01420254,0.333333333,0.21389899,0.569500741,0.426821435,0.031587775,0.000997788,0.427988257,0.001425049,0.00265608,2,6,0.141664156,-0.01742874,0.333333333,1
p11_5mn,0.328300941,0.611811397,0.474873763,0.048428966,0.002345365,0.477336193,0.007163875,0.014184996,-6.311763375,8.108423902,-0.010139734,3.00461211,9.027693929,3.004629219,0.043690384,0.001097023,165,15,76.8,192,118.1057079,19.52427077,381.1971491,119.7086271,19.03276767,32.74437698,167.3558331,358.5175305,171.374106,114.8768783,296.6327313,0.938650307,0.957055215,0.980769231,0.737536909,1,0.866620545,0.052703923,0.002777703,0.86821498,0.737536909,1,0.866620545,0.052703923,0.002777703,0.86821498,0.00493435,0.009309595,0.00493435,0.009309595,16,16,2,6,0.260424364,0.007378331,0.333333333,0.838461538,0.938461538,0.899678146,0.02579154,0.000665204,0.900046214,0.838461538,0.938461538,0.899678146,0.02579154,0.000665204,0.900046214,0.002294764,0.004608893,0.002294764,0.004608893,13,13,2,9,0.296850561,-0.00131553,0.222222222,0.279404933,0.940724505,0.452833019,0.060283756,0.003634131,0.456826948,0.001843425,0.003415206,3,8,0.108241136,0.010917546,0.375,0.275793416,0.962545279,0.441188865,0.060796518,0.003696217,0.445356935,0.001699383,0.003118182,3,8,0.105496571,0.010823137,0.375,0.280383778,0.947693545,0.447010942,0.059243514,0.003509794,0.450918614,0.001564349,0.002944856,3,8,0.107661289,0.011022388,0.375,1
p11_3fn,0.087959178,0.765908072,0.475243534,0.061081525,0.003730953,0.479150899,0.008451138,0.016719777,-20.06352549,21.75593249,-0.198193974,6.688667763,44.73827644,6.691603492,0.091712377,0.002314623,88,8,87.27272727,192,119.5697467,20.25280345,410.1760475,121.2728344,17.8794882,29.47716217,161.4693088,371.5876437,172.0532854,94.92935106,314.279996,0.988372093,0.988372093,1,0.80152062,0.889613642,0.831983236,0.02062565,0.000425417,0.832236896,0.80152062,0.889613642,0.831983236,0.02062565,0.000425417,0.832236896,0.002913249,0.005427938,0.002913249,0.005427938,8,8,1,4,0.411970407,-0.037079501,0.25,0.815384615,0.853846154,0.83591716,0.007565348,5.72E-05,0.83595113,0.815384615,0.853846154,0.83591716,0.007565348,5.72E-05,0.83595113,0.001490757,0.003004808,0.001490757,0.003004808,6,6,1,4,0.388505503,0.098056609,0.25,0.24163501,0.524625148,0.438213228,0.03358697,0.001128085,0.439497829,0.001362546,0.002448317,1,4,0.196552473,0.035703416,0.25,0.20387438,0.51395277,0.424554495,0.036700612,0.001346935,0.426137027,0.001631132,0.00294564,1,5,0.196526522,0.041718962,0.2,0.237258306,0.519288959,0.431383861,0.03365588,0.001132718,0.43269409,0.001310247,0.002424436,1,4,0.196548767,0.039558595,0.25,1
p11_8fn,0.155046017,0.842567443,0.474546469,0.058637848,0.003438397,0.478153992,0.00721565,0.014290127,-24.54899539,16.68829218,0.08239536,7.845080035,61.54528075,7.845512714,0.110382157,0.002823773,94,7,80,160,112.4633495,17.33719325,300.5782698,113.7918418,16.96015578,30.22248216,157.7385159,380.3763441,190.3553672,122.806448,333.7103881,0.956521739,0.967391304,0.988764045,0.488176392,0.675150328,0.551109393,0.037902425,0.001436594,0.552402064,0.488176392,0.675150328,0.551109393,0.037902425,0.001436594,0.552402064,0.003419657,0.006469567,0.003419657,0.006469567,13,13,1,4,0.23989803,0.027301368,0.25,0,0.046153846,0.024918743,0.014512359,0.000210609,0.028810921,0,0.046153846,0.024918743,0.014512359,0.000210609,0.028810921,0.002400436,0.004835165,0.002400436,0.004835165,6,6,2,5,0.007533072,-0.002075616,0.4,0.209569423,0.475398962,0.420080666,0.026557573,0.000705305,0.420918923,0.001300245,0.002322085,1,6,0.208310105,0.008862168,0.166666667,0.214131694,0.47726114,0.423356894,0.027646792,0.000764345,0.424258231,0.001507225,0.002709781,2,6,0.117152861,0.011226884,0.333333333,0.211850559,0.474951059,0.42171878,0.025051284,0.000627567,0.422461835,0.001174338,0.002133116,1,6,0.208306916,0.015008601,0.166666667,1
p11_7fn,0.087682287,0.924448195,0.475204748,0.058571057,0.003430569,0.478799285,0.007213145,0.0143056,-10.80846966,12.47750664,0.03677358,3.812383234,14.53426592,3.812560585,0.054921539,0.001476646,97,10,75.29411765,192,107.4555672,18.46622977,341.0016419,109.0307322,16.75320392,30.89942505,148.3460765,404.4596354,215.8106768,142.4427568,348.2288952,0.905263158,0.926315789,0.977272727,0.544511552,0.597313453,0.569654686,0.012573827,0.000158101,0.569792554,0.544511552,0.597313453,0.569654686,0.012573827,0.000158101,0.569792554,0.001523131,0.002796516,0.001523131,0.002796516,16,16,1,5,0.267329382,0.015078727,0.2,0.046153846,0.084615385,0.068936796,0.009294869,8.64E-05,0.06955664,0.046153846,0.084615385,0.068936796,0.009294869,8.64E-05,0.06955664,0.002021696,0.003970223,0.002021696,0.003970223,8,8,1,8,0.02491795,-0.001108864,0.125,0.219433193,0.511505111,0.432984403,0.033167554,0.001100087,0.434252351,0.001611884,0.002976124,2,5,0.126817459,-0.007352827,0.4,0.226242988,0.508157454,0.436409857,0.03801902,0.001445446,0.438062079,0.001856963,0.003418515,2,5,0.126532483,-0.008123141,0.4,0.227601634,0.509523623,0.43469713,0.034217967,0.001170869,0.436041235,0.001557695,0.002921634,2,5,0.126735608,-0.007883709,0.4,1
p11_8mn,0.272645764,0.719073864,0.474573503,0.067810695,0.00459829,0.479391547,0.01018834,0.020166638,-29.67629514,15.19459407,0.00455781,7.02934289,49.41166147,7.029344368,0.085222948,0.001996364,101,6,89.30232558,147.6923077,124.4531861,15.85047278,251.2374873,125.4584913,14.52180026,24.22007275,172.4292771,347.96875,155.7625992,89.11835169,272.1096456,0.97979798,0.98989899,0.989795918,0.519385044,0.680218009,0.55992993,0.040490193,0.001639456,0.561381574,0.519385044,0.680218009,0.55992993,0.040490193,0.001639456,0.561381574,0.003193903,0.006072975,0.003193903,0.006072975,15,15,1,3,0.278073327,-0.032802853,0.333333333,0.815384615,0.853846154,0.836263736,0.008571043,7.35E-05,0.836307345,0.815384615,0.853846154,0.836263736,0.008571043,7.35E-05,0.836307345,0.001881572,0.00367893,0.001881572,0.00367893,9,9,1,4,0.396381052,-0.103043577,0.25,0.255142687,0.748602271,0.425839971,0.038143739,0.001454945,0.427544075,0.001752686,0.003267458,2,5,0.111438205,0.005051988,0.4,0.235078948,0.512131582,0.414175019,0.034699836,0.001204079,0.415625377,0.001985429,0.003642405,2,6,0.111435459,0.008451387,0.333333333,0.251643577,0.616963874,0.420007495,0.03394265,0.001152103,0.421376142,0.001637641,0.003065726,2,5,0.111438103,0.00405298,0.4,1
p11_7mn,0.283985127,0.672780254,0.474616026,0.066853559,0.004469398,0.479299293,0.010046388,0.019896546,-7.203247817,15.25890896,-0.199265244,4.914906835,24.1563092,4.918944585,0.063608774,0.001296862,93,6,85.33333333,192,115.8865504,21.77692786,474.2345868,117.9149149,22.99281638,38.10647827,155.6985456,385.3600543,179.3146115,109.7335874,322.7957132,0.978021978,0.989010989,0.988888889,0.533693147,0.803480946,0.639623538,0.074416109,0.005537757,0.643907624,0.533693147,0.803480946,0.639623538,0.074416109,0.005537757,0.643907624,0.005323645,0.010305807,0.005323645,0.010305807,10,10,1,4,0.276894706,-0.019787243,0.25,0.838461538,0.892307692,0.866413868,0.015288265,0.000233731,0.866547792,0.838461538,0.892307692,0.866413868,0.015288265,0.000233731,0.866547792,0.002291326,0.004615385,0.002291326,0.004615385,6,6,1,4,0.400524536,0.026169707,0.25,0.25610204,0.506984452,0.423268096,0.033880719,0.001147903,0.424621286,0.001380565,0.002522418,1,3,0.228027273,-0.062828433,0.333333333,0.254908314,0.531375255,0.41913074,0.037442074,0.001401909,0.420799022,0.001775612,0.003222774,1,4,0.227994923,0.006068261,0.25,0.256974501,0.519179854,0.421199418,0.034342756,0.001179425,0.422596512,0.001358869,0.002504093,1,3,0.228022559,-0.06457594,0.333333333,1
p12_1fn,0.241045005,0.896520053,0.609754394,0.064631731,0.004177261,0.61316855,0.008914719,0.017618346,-15.67048345,20.47225233,0.269493144,5.524934279,30.52489878,5.531502991,0.072702593,0.002196504,95,9,89.30232558,192,143.2673766,25.48826947,649.6518807,145.5169855,28.03396542,53.49613665,176.25,340.4255319,120.2745506,90.38728661,195.5324702,0.924731183,0.967741935,0.955555556,0.542726556,0.733662505,0.635896791,0.029283348,0.000857514,0.636565508,0.542726556,0.733662505,0.635896791,0.029283348,0.000857514,0.636565508,0.004955524,0.009469278,0.004955524,0.009469278,6,6,2,4,0.150296645,0.011371662,0.5,0.806949807,0.833976834,0.822096822,0.006943742,4.82E-05,0.822125921,0.806949807,0.833976834,0.822096822,0.006943742,4.82E-05,0.822125921,0.001376792,0.002775097,0.001376792,0.002775097,6,6,1,3,0.389287163,0.029781775,0.333333333,0.256177426,0.596253226,0.520189436,0.023360353,0.000545706,0.520713429,0.001534889,0.002937462,1,3,0.258968715,-0.031810982,0.333333333,0.278787853,0.639927461,0.56906177,0.029914525,0.000894879,0.569847099,0.00216172,0.004148647,1,2,0.258876895,-0.011907004,0.5,0.26748264,0.597198039,0.544625603,0.024680578,0.000609131,0.545184249,0.001740052,0.003358164,1,2,0.258934161,-0.013231353,0.5,1
p12_6mn,0.415263462,0.82790761,0.609752189,0.05434633,0.002953524,0.612168303,0.008699832,0.017206576,-17.44615838,16.40493465,0.064958467,5.547009222,30.76931131,5.547389558,0.098056986,0.00266556,115,10,96,182.8571429,142.5786597,19.13974255,366.3297448,143.8575821,14.396012,26.9412438,182.7807933,328.2620614,114.8104237,65.69442675,178.9751776,0.955752212,0.982300885,0.972972973,0.575567322,0.658898306,0.619681649,0.019533547,0.000381559,0.619987389,0.575567322,0.658898306,0.619681649,0.019533547,0.000381559,0.619987389,0.001503584,0.002725782,0.001503584,0.002725782,8,8,1,3,0.310096006,0.084740614,0.333333333,0.818532819,0.841698842,0.828416988,0.005595663,3.13E-05,0.828435761,0.818532819,0.841698842,0.828416988,0.005595663,3.13E-05,0.828435761,0.001347464,0.002713138,0.001347464,0.002713138,9,9,1,2,0.39465595,-0.144779805,0.5,0.310323871,0.792499561,0.539026883,0.03341302,0.00111643,0.54006103,0.00239801,0.004606345,1,4,0.238737172,-0.007198676,0.25,0.282035925,0.636378376,0.57361868,0.028258398,0.000798537,0.574314003,0.002070248,0.00398169,1,3,0.238672652,0.012516773,0.333333333,0.296179898,0.696276057,0.556322782,0.028652775,0.000820982,0.557059831,0.002117996,0.004097752,1,4,0.238715154,-0.007380907,0.25,1
p12_1mn,0.052335272,0.872810151,0.609270793,0.051080984,0.002609267,0.611407271,0.005251335,0.010378613,-9.978232939,13.26042956,-0.139010563,3.528955291,12.45352545,3.531692142,0.067924238,0.002185635,95,10,71.11111111,192,145.1473456,21.67464854,469.7903895,146.7567454,16.92567103,33.11736928,185.1076923,324.1356383,128.8457641,59.22802023,207.554829,0.978494624,0.989247312,0.989130435,0,0.036086314,0.025639132,0.005726635,3.28E-05,0.026265892,0,0.036086314,0.025639132,0.005726635,3.28E-05,0.026265892,0.000845522,0.001299526,0.000845522,0.001299526,19,19,1,4,0.013223652,0.002758644,0.25,0,0.069498069,0.041698842,0.020324318,0.000413078,0.046352634,0,0.069498069,0.041698842,0.020324318,0.000413078,0.046352634,0.001245485,0.002448441,0.001245485,0.002448441,4,4,1,5,0.004618573,4.03E-05,0.2,0.249360773,0.545323324,0.503356455,0.021455671,0.000460346,0.503813278,0.001087623,0.002039498,1,4,0.246329056,0.03503868,0.25,0.259976395,0.576456429,0.531761759,0.021545697,0.000464217,0.532197836,0.001213155,0.002291181,1,4,0.246326256,0.041437972,0.25,0.254668584,0.560641739,0.517559107,0.020743571,0.000430296,0.517974414,0.001064098,0.002020278,1,4,0.246326256,0.04048277,0.25,1
p12_6fn,0.421760724,0.801646427,0.609485189,0.0266197,0.000708608,0.610065946,0.004025891,0.007955368,-5.170574218,8.873848633,0.114586309,2.701494182,7.298070816,2.703923231,0.052930289,0.001553382,96,10,96,182.8571429,139.9369373,26.50535144,702.533655,142.4249981,23.10623192,41.63250832,178.6483839,335.8552632,142.9158019,89.36885044,212.5229767,0.893617021,0.957446809,0.933333333,0.020549863,0.09272249,0.048928271,0.015257681,0.000232797,0.051234441,0.020549863,0.09272249,0.048928271,0.015257681,0.000232797,0.051234441,0.001257507,0.002211833,0.001257507,0.002211833,12,12,2,5,0.005050138,-0.000313979,0.4,0.084942085,0.115830116,0.097632516,0.009348417,8.74E-05,0.098075602,0.084942085,0.115830116,0.097632516,0.009348417,8.74E-05,0.098075602,0.000784266,0.00152008,0.000784266,0.00152008,4,4,1,6,0.037049617,0.002853077,0.166666667,0.240291338,0.592880339,0.493284112,0.027750447,0.000770087,0.494063662,0.001386478,0.002632455,1,3,0.232613299,-0.032976464,0.333333333,0.100984708,0.56691415,0.516398051,0.059508273,0.003541235,0.519813752,0.001659157,0.00316507,1,3,0.232606627,-0.032193602,0.333333333,0.179012326,0.567298942,0.504841082,0.037471505,0.001404114,0.506229098,0.001388865,0.002664449,1,3,0.232612916,-0.032518353,0.333333333,1
p12_3fd,0.228441678,0.817328299,0.609128238,0.052596978,0.002766442,0.611393957,0.007644018,0.015101519,-14.38982001,13.15410671,-0.249067887,3.794222701,14.39612591,3.802388818,0.041191525,0.000990699,121,10,91.42857143,182.8571429,146.5143694,18.55516342,344.2940894,147.6846456,17.62100448,32.46798715,181.4887751,330.5989583,105.8009012,66.36196201,182.1609425,0.957983193,0.991596639,0.966101695,0.460433823,0.546620402,0.505008482,0.023221892,0.000539256,0.505538774,0.460433823,0.546620402,0.505008482,0.023221892,0.000539256,0.505538774,0.001361666,0.002323239,0.001361666,0.002323239,14,14,1,3,0.267311166,0.064030949,0.333333333,0.868725869,0.888030888,0.878040541,0.006251043,3.91E-05,0.878062653,0.868725869,0.888030888,0.878040541,0.006251043,3.91E-05,0.878062653,0.00135985,0.002736914,0.00135985,0.002736914,8,8,1,4,0.427619015,-0.014587551,0.25,0.15011032,0.621969901,0.462516711,0.051914485,0.002695114,0.465419857,0.00245623,0.004749174,2,4,0.08521356,-0.038353032,0.5,0.193275776,0.922211645,0.489544711,0.072101787,0.005198668,0.494823625,0.002669815,0.005151091,2,4,0.083325453,-0.02347392,0.5,0.194323392,0.746088978,0.476030711,0.050172355,0.002517265,0.478666275,0.00228827,0.004430515,2,4,0.084740533,-0.01861998,0.5,0
