0_eye,1_eye,2_eye,3_eye,4_eye,5_eye,6_eye,7_eye,8_eye,9_eye,10_eye,11_eye,12_eye,13_eye,14_eye,15_eye,16_eye,17_eye,18_eye,19_eye,20_eye,21_eye,22_eye,23_eye,24_eye,25_eye,26_eye,27_eye,28_eye,29_eye,30_eye,31_eye,32_eye,33_eye,34_eye,35_eye,36_eye,37_eye,38_eye,0
-1.6889762186330735,0.18705090447121356,0.2564458280585224,3.1710714038916703,3.5437031791006453,0.30874746723144764,0.05420723356969821,0.08190166271691154,0.9562025021342596,-0.15121489249066972,-0.8565502812370318,-1.8596017572326122,1.1261935080970542,-0.4868650009098174,-0.24721566688592816,-0.2920892185532773,2.8189437171537133,3.3381596876942212,-0.24664536221779285,-0.04279207726959428,-0.017541510861423176,0.9395958397758154,-0.20646657342585287,-0.776947296291684,0.8108939189222781,1.232453198380485,-1.3362938438529073,0.07302959811122114,-0.03051339522546168,3.634237499204978,4.778965153287501,0.015331562735434526,0.10183973376221367,0.11587174222852442,1.0295484548550016,-0.12874190141469255,-0.8528478366504902,-2.3589765855765155,1.1412248333084813,1
0.30105478027711413,0.3561623987258263,0.49862186532067165,1.1731402959719548,0.8937728601177801,0.5098006237203384,0.17024197497497826,0.19237191104886214,-0.657937501468527,-0.7695157862302962,0.6338905259296637,0.4516636552602785,-0.2597804436052681,-1.2461815148070317,-0.1815533049619665,-0.1394010469370049,2.5287373904522132,2.871603295388015,-0.10196585135177606,1.330507033974758,1.29244392180131,-0.6611970724348332,0.448530831925129,0.6227160134268527,-0.17099246053571443,-1.0435246503069147,-0.0026205423914754363,0.10306884710432333,0.18320129977486643,1.9843871626022958,2.1049892882586403,0.20212425086432145,0.7952913167595682,0.7743788112670847,-0.654335240196734,0.5029516948600656,0.6243896383838462,-0.2248555049596874,-1.045464212636057,1
0.4151178879727344,-0.004622687745894013,0.27704635461074145,0.30111196803092427,0.08848501793501669,0.27743878689785845,0.2038838924763522,0.23177839619779356,-0.657937501468527,-0.15121489249066972,0.5802883046462192,-0.5362955052054673,-0.7217717608393753,-0.09131377497688935,0.15637611985429167,-0.10478601761510739,0.01884108609923851,-0.13097575930372005,-0.10665830085839101,0.15462546573984803,0.18341063537731742,0.9395958397758154,-0.8614639787768348,-1.4113879751689302,-2.2058105240107557,2.207872277782826,0.0533192227481332,0.2309494353213232,0.08632240444369668,0.1699258786069565,0.01508419648616273,0.08616773483911547,0.2510705005527099,0.26542582637108436,1.0295484548550016,-0.7604354976894507,-1.498399338772137,-1.8050226892738617,2.0783772829092153,1
1.1294776279478105,0.08131361357556473,0.19714544551813462,0.531070627337242,0.2801177565433089,0.20076380057269427,0.026835833131756786,0.03634540924586338,-0.657937501468527,-0.15121489249066972,0.8298971163283057,0.4644962257277316,-0.7217717608393753,0.06362863883289885,-0.062463853247911455,-0.2597212470939907,0.13484393525403887,-0.033000262043799904,-0.259971260996555,-0.3294339852255247,-0.3335183688456219,-0.6611970724348332,-1.5164613841278165,0.8037144578218878,-1.4169181758581335,0.5821738088608605,0.5375602433961512,0.0029490100827789215,-0.0433651077999152,0.39365880158362715,0.22460596305868474,-0.041185407301718144,-0.22699826993832597,-0.22705918025997673,-0.654335240196734,-0.12874190141469255,0.8176211255461822,0.6876840327203121,-0.7330800658929868,1
0.4543141319620085,0.1673709003870365,0.4337914131698127,0.21468188131507307,0.020298811815457594,0.4326230290950049,-0.2780285791619093,-0.25608811736395576,0.9562025021342596,-0.15121489249066972,-1.453120324204255,-0.04582558012277718,1.1261935080970542,0.06421625532872328,1.9823273533684977,0.28814398804676644,2.3003263533808576,2.5217961060977894,0.3172637820410831,0.2748924291453751,0.2692072372563155,0.9395958397758154,0.448530831925129,-0.8157055314533409,0.8660531329918729,0.5821738088608605,0.16856814113509266,0.91681337865961,0.39109954757654,0.6127263549390689,0.4428892282125257,0.39409568309145643,-0.08470277029841117,-0.08640236020848252,-0.654335240196734,-0.12874190141469255,0.7571452865870648,0.8915410020093056,-0.7330800658929868,0
0.9532253236014765,2.088061719190541,0.5319315419023286,1.2516562450046955,0.9767562702840882,0.5441114487601586,0.06216256232405944,0.0880595784508984,4.184482509339833,-0.15121489249066972,-1.624454016319007,0.15884238267204806,4.822124045969913,-0.8824172928405717,-0.08214062161113062,-0.0750605275376005,0.9913957902948197,0.8128280522106578,-0.06478906653582671,0.44660309460452535,0.4519321159463107,2.540388751986464,1.1035282372761108,-1.518825461634006,1.1455279430590197,1.5111443681043784,0.6936880965927908,1.0334570586251575,0.23712487173793076,1.2632404310969105,1.1676448901602205,0.24717943341647222,0.33657887688580507,0.3407274877662255,2.713432149906737,-0.12874190141469255,-1.5653700874638028,0.33142230598068423,3.015529732509949,0
1.0152071277084667,0.14380055192384694,0.72877961773721,0.07057321756375215,-0.08872819395494487,0.7251648641009548,-0.22846594557455333,-0.2511258343218902,0.9562025021342596,-0.15121489249066972,-0.6209335283699303,0.017753614671810754,1.1261935080970542,0.8005695326496495,0.33165721631601314,0.31898366871248557,0.08605045408562569,-0.07469260925602958,0.31715203094886124,1.913692964807071,1.5785276041297713,0.9395958397758154,0.448530831925129,-0.5548077437229647,-0.044411061493570575,0.5821738088608605,0.9195289699710689,0.31870260015104634,0.5636125211609165,-0.14688626752148046,-0.258423942518561,0.5601116951557272,0.6803438872501132,0.4931927576515206,1.0295484548550016,-0.12874190141469255,-0.6187375461086947,0.09687511256314522,1.1412248333084813,0
0.6798660680199053,0.14981592935068033,0.7369052360673082,-0.19768274953162826,-0.27615114461313817,0.7306832898479044,0.0003224293340314686,-0.010728808899212256,-0.657937501468527,0.4670860012489568,1.2670759293671918,-1.3002724227345075,-1.0297659692488383,0.7374975504704595,0.08182507168500476,0.2372631989736659,0.15630946021553144,-0.01443700316704276,0.23627266740264719,1.1462021257822836,1.026591530399119,-0.6611970724348332,-0.20646657342585287,1.2160575435589451,-1.137556378428639,-0.7183849604241975,0.6980401239262686,0.16168830657616598,0.5216326894850664,-0.05893957723944715,-0.1852229044961243,0.5188289043645489,0.5134108510577575,0.44283687618797585,-0.654335240196734,-0.12874190141469255,1.2513449978657165,-0.9120988501621365,-0.7330800658929868,0
0.061522219836550936,0.05141518057472333,0.32562661386969843,-0.17365645232858568,-0.2601886284675944,0.320650420227804,-0.05101453728186083,-0.038789004592698975,-0.657937501468527,-0.7695157862302962,0.3655396742780024,-0.5269270559620876,-0.2597804436052681,-1.2901480621241286,-0.13924091204713462,-0.18759718550095544,1.4322324646666154,1.3321713559460133,-0.16993326503189488,0.9153699791023847,0.901660401537972,-0.6611970724348332,-0.8614639787768348,0.37280592704730636,-0.4318799463847259,-0.23067542072302705,-0.37153992006279907,0.008725195554656914,0.06499000682164147,0.3958119123054215,0.2266881036192956,0.06688698143432453,0.3701652198182128,0.35902187533744345,-0.654335240196734,-0.7604354976894507,0.3587620897960915,-0.692027862599773,-0.26450384109261993,0
0.36906435358188,0.6716835593505492,0.65823810318657,0.3333880430552025,0.11448618824703002,0.6576621342639251,0.595955163750214,0.6002303308340694,-0.657937501468527,1.0853868949885832,1.0398168115457884,-0.49237124302997526,-1.2497618363583802,-0.4835012595767281,0.03374910617000804,0.20315512167873484,1.436680266292044,1.3377020951941154,0.21863165721310962,1.0108873348013228,0.9284447450733415,-0.6611970724348332,1.1035282372761108,0.9908871822433637,-0.3613040506466901,-1.275767290117794,-0.20841905820105003,0.2286009356171058,0.4609777779607854,0.914568323583387,0.7649339815526064,0.46661358514559487,0.8487945910705875,0.812171210532893,-0.654335240196734,1.134645291134824,1.023361987680008,-0.4303823251213709,-1.2685957500403315,1
